F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69
0,0,1,5.0,4.0,5.0,4.0,18.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,52.0,3
0,0,0,4.0,5.0,4.0,4.0,17.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,35.0,3
0,0,2,3.0,4.0,1.0,2.0,10.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,35.0,5
1,0,1,4.0,4.0,4.0,4.0,16.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,44.0,6
0,0,0,2.0,3.0,4.0,2.0,11.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,51.0,8
0,0,2,4.0,4.0,3.0,4.0,15.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,43.0,6
0,0,1,4.0,5.0,3.0,4.0,16.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,52.0,3
0,0,1,3.0,5.0,1.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,55.0,3
2,0,1,5.0,5.0,4.0,5.0,19.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,1.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,49.0,7
0,0,0,2.0,4.0,3.0,3.0,12.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,46.0,6
0,0,0,3.0,5.0,4.0,3.0,15.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,39.0,1
0,0,1,4.0,4.0,4.0,4.0,16.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,48.0,3
1,0,1,3.0,5.0,3.0,5.0,16.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,44.0,1
0,0,0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,36.0,3
0,0,1,4.0,4.0,2.0,3.0,13.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,43.0,6
0,0,0,4.0,4.0,5.0,4.0,17.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,48.0,4
0,0,1,5.0,5.0,3.0,3.0,16.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,45.0,4
1,0,0,4.0,4.0,3.0,2.0,13.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,47.0,6
0,0,0,3.0,4.0,3.0,3.0,13.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,40.0,4
4,0,2,3.0,5.0,2.0,2.0,12.0,5.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,42.0,8
0,0,2,4.0,5.0,3.0,3.0,15.0,4.0,3.0,2.0,5.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,48.0,6
0,0,1,5.0,5.0,3.0,2.0,15.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,22.0,4
0,0,1,3.0,5.0,2.0,5.0,15.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,48.0,4
0,0,2,4.0,5.0,2.0,2.0,13.0,5.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,45.0,5
0,0,1,4.0,5.0,4.0,5.0,18.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,53.0,4
0,0,2,4.0,4.0,4.0,4.0,16.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,46.0,6
0,0,2,4.0,5.0,2.0,2.0,13.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,3.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,1.0,2.0,1.0,3.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,46.0,3
0,0,2,4.0,5.0,5.0,5.0,19.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,44.0,3
0,1,2,4.0,5.0,4.0,4.0,17.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,51.0,7
0,1,2,2.0,4.0,1.0,2.0,9.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,40.0,3
1,1,2,4.0,5.0,4.0,5.0,18.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,48.0,1
0,1,2,3.0,4.0,3.0,3.0,13.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,37.0,5
0,1,2,4.0,4.0,4.0,5.0,17.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,55.0,8
1,1,2,3.0,5.0,4.0,2.0,14.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,40.0,5
3,1,2,4.0,5.0,3.0,2.0,14.0,3.0,4.0,3.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,57.0,4
0,1,1,4.0,4.0,4.0,4.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,60.0,3
0,1,0,3.0,4.0,2.0,3.0,12.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,50.0,3
1,1,1,5.0,5.0,5.0,5.0,20.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,52.0,3
1,1,1,5.0,5.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,54.0,3
0,1,2,5.0,3.0,5.0,4.0,17.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,53.0,2
0,0,0,3.707865168539326,4.213483146067416,3.561797752808989,3.651685393258427,15.134831460674157,3.932584269662921,3.741573033707865,3.9101123595505616,3.853932584269663,3.730337078651685,4.101123595505618,3.7752808988764044,3.561797752808989,3.3146067415730336,3.438202247191011,3.4269662921348316,3.9775280898876404,3.359550561797753,3.247191011235955,3.5730337078651684,3.797752808988764,3.662921348314607,3.8876404494382024,3.359550561797753,3.2247191011235956,3.438202247191011,3.348314606741573,3.6741573033707864,3.707865168539326,3.7865168539325844,3.8764044943820224,3.730337078651685,3.7752808988764044,3.7865168539325844,3.741573033707865,3.730337078651685,3.696629213483146,3.359550561797753,3.6292134831460676,3.662921348314607,3.539325842696629,3.561797752808989,3.6179775280898876,3.7191011235955056,3.797752808988764,3.4719101123595504,3.662921348314607,3.5730337078651684,4.191011235955056,3.8764044943820224,3.9775280898876404,3.9887640449438204,3.6853932584269664,3.842696629213483,3.865168539325843,3.865168539325843,3.8202247191011236,3.6292134831460676,3.7191011235955056,3.9775280898876404,3.7865168539325844,3.9101123595505616,3.853932584269663,3.842696629213483,3.797752808988764,45.91011235955056,0
